class,kind,type,qualifier,severity,line,procedure,procedure_id,file,trace,key,qualifier_tags,hash,bug_id,always_report,advice
PROVER,ERROR,NULL_DEREFERENCE,[B1] object categoryList last assigned on line 42 could be null and is dereferenced at line 43,HIGH,43,void PDPActivity.onCreate(Bundle),material.com.materialdemo.PDPActivity.onCreate(android.os.Bundle):void,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java,"{""trace"":[{""level"":0,""filename"":""/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java"",""line_number"":33,""description"":""start of procedure onCreate(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void PDPActivity.onCreate(Bundle)""},{""tag"":""name_id"",""value"":""material.com.materialdemo.PDPActivity.onCreate(android.os.Bundle):void""}]},{""level"":0,""filename"":""/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java"",""line_number"":34,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java"",""line_number"":35,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java"",""line_number"":36,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java"",""line_number"":37,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java"",""line_number"":39,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java"",""line_number"":40,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java"",""line_number"":42,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java"",""line_number"":43,""description"":"""",""node_tags"":[]}]}",679037928,<qualifier_tags><bucket>B1</bucket><line>43</line><assigned_line>42</assigned_line><value>categoryList</value></qualifier_tags>,171253451,70,false,
