name,name_id,specs,time,to,symop,err,file,line,loc,top,signature,weight,proof_coverage,rank,in_calls,out_calls,proof_trace,cyclomatic
"material.com.materialdemo.PDPActivity.InferGeneratedHarness()","material.com.materialdemo.PDPActivity.InferGeneratedHarness()",1,0,  ,38,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/infer-out/sources/material.com.materialdemo.PDPActivity_InferGeneratedHarness.java,10,0,N,"void material.com.materialdemo.PDPActivity.InferGeneratedHarness()()",3,1.00,0.70,0,4,1 2 3 4 5 6 7 8 9 10,1
"void PDPActivity.applyPalette(Palette)","material.com.materialdemo.PDPActivity.applyPalette(android.support.v7.graphics.Palette):void",1,0,  ,85,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java,86,124,N,"void void PDPActivity.applyPalette(Palette)(class material.com.materialdemo.PDPActivity *this, class android.support.v7.graphics.Palette *palette)",16,0.00,1.08,2,9,,1
"void PDPActivity.colorize(Bitmap)","material.com.materialdemo.PDPActivity.colorize(android.graphics.Bitmap):void",1,0,  ,24,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java,81,124,N,"void void PDPActivity.colorize(Bitmap)(class material.com.materialdemo.PDPActivity *this, class android.graphics.Bitmap *photo)",6,0.00,1.11,1,11,,1
"void PDPActivity.onCreate(Bundle)","material.com.materialdemo.PDPActivity.onCreate(android.os.Bundle):void",0,0,  ,63,1,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java,33,124,N,"void void PDPActivity.onCreate(Bundle)(class material.com.materialdemo.PDPActivity *this, class android.os.Bundle *savedInstanceState)",37,0.00,1.53,0,33,,1
"boolean PDPActivity.onCreateOptionsMenu(Menu)","material.com.materialdemo.PDPActivity.onCreateOptionsMenu(android.view.Menu):boolean",1,0,  ,38,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java,104,124,N,"_Bool boolean PDPActivity.onCreateOptionsMenu(Menu)(class material.com.materialdemo.PDPActivity *this, class android.view.Menu *menu)",6,0.83,0.48,0,2,104 106 107,1
"boolean PDPActivity.onOptionsItemSelected(MenuItem)","material.com.materialdemo.PDPActivity.onOptionsItemSelected(android.view.MenuItem):boolean",1,0,  ,46,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java,111,124,N,"_Bool boolean PDPActivity.onOptionsItemSelected(MenuItem)(class material.com.materialdemo.PDPActivity *this, class android.view.MenuItem *item)",6,0.83,0.48,0,2,111 115 117,1
"void PDPActivity.onStop()","material.com.materialdemo.PDPActivity.onStop():void",1,0,  ,24,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java,99,124,N,"void void PDPActivity.onStop()(class material.com.materialdemo.PDPActivity *this)",6,0.83,0.48,0,2,99 100 101,1
"boolean PDPActivity.onSupportNavigateUp()","material.com.materialdemo.PDPActivity.onSupportNavigateUp():boolean",1,0,  ,36,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PDPActivity.java,120,124,N,"_Bool boolean PDPActivity.onSupportNavigateUp()(class material.com.materialdemo.PDPActivity *this)",6,0.83,0.48,0,2,120 121 122,1
"PMPActivity$1.<init>(PMPActivity)","material.com.materialdemo.PMPActivity$1.<init>(material.com.materialdemo.PMPActivity)",1,0,  ,28,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPActivity.java,48,167,N,"void PMPActivity$1.<init>(PMPActivity)(class material.com.materialdemo.PMPActivity$1 *this, class material.com.materialdemo.PMPActivity *$bcvar1)",6,0.83,0.48,1,1,48,1
"void PMPActivity$1.onClick(View)","material.com.materialdemo.PMPActivity$1.onClick(android.view.View):void",1,0,  ,44,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPActivity.java,50,167,N,"void void PMPActivity$1.onClick(View)(class material.com.materialdemo.PMPActivity$1 *this, class android.view.View *view)",7,0.86,0.48,0,2,50 51 52,1
"PMPActivity$2.<init>(PMPActivity,Activity,DrawerLayout,Toolbar,int,int)","material.com.materialdemo.PMPActivity$2.<init>(material.com.materialdemo.PMPActivity,android.app.ActE3EC",1,0,  ,46,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPActivity.java,34,167,N,"void PMPActivity$2.<init>(PMPActivity,Activity,DrawerLayout,Toolbar,int,int)(class material.com.materialdemo.PMPActivity$2 *this, class material.com.materialdemo.PMPActivity *$bcvar1, class android.app.Activity *x0, class android.support.v4.widget.DrawerLayout *x1, class android.support.v7.widget.Toolbar *x2, int x3, int x4)",6,0.83,0.48,1,1,34 63,1
"void PMPActivity$2.onDrawerClosed(View)","material.com.materialdemo.PMPActivity$2.onDrawerClosed(android.view.View):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPActivity.java,74,167,N,"void void PMPActivity$2.onDrawerClosed(View)(class material.com.materialdemo.PMPActivity$2 *this, class android.view.View *drawerView)",5,0.80,0.30,0,1,74 76,1
"void PMPActivity$2.onDrawerOpened(View)","material.com.materialdemo.PMPActivity$2.onDrawerOpened(android.view.View):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPActivity.java,67,167,N,"void void PMPActivity$2.onDrawerOpened(View)(class material.com.materialdemo.PMPActivity$2 *this, class android.view.View *drawerView)",5,0.80,0.30,0,1,67 70,1
"PMPActivity$3.<init>(PMPActivity,RecyclerView)","material.com.materialdemo.PMPActivity$3.<init>(material.com.materialdemo.PMPActivity,android.support1D5C",1,0,  ,38,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPActivity.java,90,167,N,"void PMPActivity$3.<init>(PMPActivity,RecyclerView)(class material.com.materialdemo.PMPActivity$3 *this, class material.com.materialdemo.PMPActivity *$bcvar1, class android.support.v7.widget.RecyclerView *$bcvar2)",7,0.86,0.48,1,1,90,1
"void PMPActivity$3.onParseFailure(Error)","material.com.materialdemo.PMPActivity$3.onParseFailure(java.lang.Error):void",1,0,  ,12,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPActivity.java,99,167,N,"void void PMPActivity$3.onParseFailure(Error)(class material.com.materialdemo.PMPActivity$3 *this, class java.lang.Error *ex)",4,0.75,0.00,0,0,99 101,1
"void PMPActivity$3.onParseSuccess(IValueObject)","material.com.materialdemo.PMPActivity$3.onParseSuccess(material.com.materialdemo.IValueObject):void",1,0,  ,142,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPActivity.java,92,167,N,"void void PMPActivity$3.onParseSuccess(IValueObject)(class material.com.materialdemo.PMPActivity$3 *this, class material.com.materialdemo.IValueObject *valueObject)",14,0.93,0.85,0,6,92 93 94 96,1
"PMPActivity.<init>()","material.com.materialdemo.PMPActivity.<init>()",1,0,  ,158,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPActivity.java,26,167,N,"void PMPActivity.<init>()(class material.com.materialdemo.PMPActivity *this)",27,0.96,0.30,0,1,26 34 35,1
"material.com.materialdemo.PMPActivity.InferGeneratedHarness()","material.com.materialdemo.PMPActivity.InferGeneratedHarness()",0,0,  ,24,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/infer-out/sources/material.com.materialdemo.PMPActivity_InferGeneratedHarness.java,20,0,N,"void material.com.materialdemo.PMPActivity.InferGeneratedHarness()()",3,0.00,0.85,0,6,,1
"PMPListAdapter PMPActivity.access$000(PMPActivity)","material.com.materialdemo.PMPActivity.access$000(material.com.materialdemo.PMPActivity):material.comAD1A",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPActivity.java,26,167,N,"class material.com.materialdemo.PMPListAdapter *PMPListAdapter PMPActivity.access$000(PMPActivity)(class material.com.materialdemo.PMPActivity *x0)",4,0.75,0.30,1,0,26,1
"PMPListAdapter PMPActivity.access$002(PMPActivity,PMPListAdapter)","material.com.materialdemo.PMPActivity.access$002(material.com.materialdemo.PMPActivity,material.com.1D9F",1,0,  ,26,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPActivity.java,26,167,N,"class material.com.materialdemo.PMPListAdapter *PMPListAdapter PMPActivity.access$002(PMPActivity,PMPListAdapter)(class material.com.materialdemo.PMPActivity *x0, class material.com.materialdemo.PMPListAdapter *x1)",5,0.80,0.30,1,0,26,1
"String PMPActivity.getPMPResponse()","material.com.materialdemo.PMPActivity.getPMPResponse():java.lang.String",0,0,TO,334,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPActivity.java,143,167,N,"class java.lang.String *String PMPActivity.getPMPResponse()(class material.com.materialdemo.PMPActivity *this)",22,0.00,1.11,1,11,,2
"void PMPActivity.onCreate(Bundle)","material.com.materialdemo.PMPActivity.onCreate(android.os.Bundle):void",1,0,  ,229,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPActivity.java,39,167,N,"void void PMPActivity.onCreate(Bundle)(class material.com.materialdemo.PMPActivity *this, class android.os.Bundle *savedInstanceState)",39,0.00,1.53,0,33,,1
"boolean PMPActivity.onCreateOptionsMenu(Menu)","material.com.materialdemo.PMPActivity.onCreateOptionsMenu(android.view.Menu):boolean",2,0,  ,231,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPActivity.java,107,167,N,"_Bool boolean PMPActivity.onCreateOptionsMenu(Menu)(class material.com.materialdemo.PMPActivity *this, class android.view.Menu *menu)",31,0.00,1.20,0,15,,2
"boolean PMPActivity.onOptionsItemSelected(MenuItem)","material.com.materialdemo.PMPActivity.onOptionsItemSelected(android.view.MenuItem):boolean",1,0,  ,46,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPActivity.java,134,167,N,"_Bool boolean PMPActivity.onOptionsItemSelected(MenuItem)(class material.com.materialdemo.PMPActivity *this, class android.view.MenuItem *item)",6,0.83,0.48,0,2,134 138 140,1
"PMPListAdapter$1.<init>(PMPListAdapter,ImageView,TextView)","material.com.materialdemo.PMPListAdapter$1.<init>(material.com.materialdemo.PMPListAdapter,android.wFDFC",1,0,  ,48,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPListAdapter.java,28,182,N,"void PMPListAdapter$1.<init>(PMPListAdapter,ImageView,TextView)(class material.com.materialdemo.PMPListAdapter$1 *this, class material.com.materialdemo.PMPListAdapter *$bcvar1, class android.widget.ImageView *$bcvar2, class android.widget.TextView *$bcvar3)",8,0.88,0.60,2,1,28 66,1
"void PMPListAdapter$1.onClick(View)","material.com.materialdemo.PMPListAdapter$1.onClick(android.view.View):void",1,0,  ,136,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPListAdapter.java,68,182,N,"void void PMPListAdapter$1.onClick(View)(class material.com.materialdemo.PMPListAdapter$1 *this, class android.view.View *view)",24,0.00,1.04,0,10,,1
"PMPListAdapter$2.<init>(PMPListAdapter,ImageView,TextView)","material.com.materialdemo.PMPListAdapter$2.<init>(material.com.materialdemo.PMPListAdapter,android.wA08A",1,0,  ,48,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPListAdapter.java,29,182,N,"void PMPListAdapter$2.<init>(PMPListAdapter,ImageView,TextView)(class material.com.materialdemo.PMPListAdapter$2 *this, class material.com.materialdemo.PMPListAdapter *$bcvar1, class android.widget.ImageView *$bcvar2, class android.widget.TextView *$bcvar3)",8,0.88,0.60,2,1,29 95,1
"void PMPListAdapter$2.onClick(View)","material.com.materialdemo.PMPListAdapter$2.onClick(android.view.View):void",1,0,  ,136,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPListAdapter.java,97,182,N,"void void PMPListAdapter$2.onClick(View)(class material.com.materialdemo.PMPListAdapter$2 *this, class android.view.View *view)",24,0.00,1.04,0,10,,1
"PMPListAdapter$3.<init>(PMPListAdapter,ImageView,TextView)","material.com.materialdemo.PMPListAdapter$3.<init>(material.com.materialdemo.PMPListAdapter,android.w6BA7",1,0,  ,48,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPListAdapter.java,125,182,N,"void PMPListAdapter$3.<init>(PMPListAdapter,ImageView,TextView)(class material.com.materialdemo.PMPListAdapter$3 *this, class material.com.materialdemo.PMPListAdapter *$bcvar1, class android.widget.ImageView *$bcvar2, class android.widget.TextView *$bcvar3)",8,0.88,0.60,2,1,125,1
"void PMPListAdapter$3.onClick(View)","material.com.materialdemo.PMPListAdapter$3.onClick(android.view.View):void",1,0,  ,136,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPListAdapter.java,127,182,N,"void void PMPListAdapter$3.onClick(View)(class material.com.materialdemo.PMPListAdapter$3 *this, class android.view.View *view)",24,0.00,1.04,0,10,,1
"PMPListAdapter$ViewHolder.<init>(View)","material.com.materialdemo.PMPListAdapter$ViewHolder.<init>(android.view.View)",1,0,  ,47,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPListAdapter.java,47,182,N,"void PMPListAdapter$ViewHolder.<init>(View)(class material.com.materialdemo.PMPListAdapter$ViewHolder *this, class android.view.View *view)",11,0.00,0.70,2,2,,1
"void PMPListAdapter.<clinit>()","material.com.materialdemo.PMPListAdapter.<clinit>():void",1,0,  ,12,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPListAdapter.java,31,182,N,"class java.lang.Object *void PMPListAdapter.<clinit>()(class java.lang.String *field)",5,0.80,0.00,0,0,31,1
"PMPListAdapter.<init>(Activity,List)","material.com.materialdemo.PMPListAdapter.<init>(android.app.Activity,java.util.List)",1,0,  ,36,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPListAdapter.java,33,182,N,"void PMPListAdapter.<init>(Activity,List)(class material.com.materialdemo.PMPListAdapter *this, class android.app.Activity *context, class java.util.List *productList)",7,0.86,0.30,0,1,33 34 35 36,1
"Activity PMPListAdapter.access$000(PMPListAdapter)","material.com.materialdemo.PMPListAdapter.access$000(material.com.materialdemo.PMPListAdapter):androi528D",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPListAdapter.java,21,182,N,"class android.app.Activity *Activity PMPListAdapter.access$000(PMPListAdapter)(class material.com.materialdemo.PMPListAdapter *x0)",4,0.75,0.60,3,0,21,1
"int PMPListAdapter.getItemCount()","material.com.materialdemo.PMPListAdapter.getItemCount():int",3,0,  ,133,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPListAdapter.java,176,182,N,"int int PMPListAdapter.getItemCount()(class material.com.materialdemo.PMPListAdapter *this)",11,0.91,0.48,0,2,176 177 178 180,3
"int PMPListAdapter.getItemViewType(int)","material.com.materialdemo.PMPListAdapter.getItemViewType(int):int",5,0,  ,603,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPListAdapter.java,161,182,N,"int int PMPListAdapter.getItemViewType(int)(class material.com.materialdemo.PMPListAdapter *this, int position)",31,0.00,0.78,0,5,,11
"void PMPListAdapter.onBindViewHolder(RecyclerView$ViewHolder,int)","material.com.materialdemo.PMPListAdapter.onBindViewHolder(android.support.v7.widget.RecyclerView$Vie1308",1,0,  ,28,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPListAdapter.java,21,182,N,"void void PMPListAdapter.onBindViewHolder(RecyclerView$ViewHolder,int)(class material.com.materialdemo.PMPListAdapter *this, class android.support.v7.widget.RecyclerView$ViewHolder *$bcvar1, int $bcvar2)",5,0.80,1.04,0,10,21,1
"void PMPListAdapter.onBindViewHolder(PMPListAdapter$ViewHolder,int)","material.com.materialdemo.PMPListAdapter.onBindViewHolder(material.com.materialdemo.PMPListAdapter$VD052",0,0,  ,235,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPListAdapter.java,150,182,N,"void void PMPListAdapter.onBindViewHolder(PMPListAdapter$ViewHolder,int)(class material.com.materialdemo.PMPListAdapter *this, class material.com.materialdemo.PMPListAdapter$ViewHolder *holder, int position)",19,0.00,1.04,1,9,,1
"RecyclerView$ViewHolder PMPListAdapter.onCreateViewHolder(ViewGroup,int)","material.com.materialdemo.PMPListAdapter.onCreateViewHolder(android.view.ViewGroup,int):android.supp9D88",0,0,  ,66,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPListAdapter.java,21,182,N,"class android.support.v7.widget.RecyclerView$ViewHolder *RecyclerView$ViewHolder PMPListAdapter.onCreateViewHolder(ViewGroup,int)(class material.com.materialdemo.PMPListAdapter *this, class android.view.ViewGroup *$bcvar1, int $bcvar2)",5,0.00,1.11,0,12,,1
"PMPListAdapter$ViewHolder PMPListAdapter.onCreateViewHolder(ViewGroup,int)","material.com.materialdemo.PMPListAdapter.onCreateViewHolder(android.view.ViewGroup,int):material.comE1A2",3,0,  ,232,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/PMPListAdapter.java,56,182,N,"class material.com.materialdemo.PMPListAdapter$ViewHolder *PMPListAdapter$ViewHolder PMPListAdapter.onCreateViewHolder(ViewGroup,int)(class material.com.materialdemo.PMPListAdapter *this, class android.view.ViewGroup *parent, int viewType)",40,0.00,1.11,1,11,,3
"ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.<init>(ProductMatrixVO$Payload$ActiveDimension)","material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.<init>(materi5BCD",1,0,  ,28,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,193,945,N,"void ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.<init>(ProductMatrixVO$Payload$ActiveDimension)(class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue *this, class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension *$bcvar1)",6,0.83,0.30,0,1,193,1
"String ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.getID()","material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.getID():java.4206",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,232,945,N,"class java.lang.String *String ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.getID()(class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue *this)",4,0.75,0.00,0,0,232 233,1
"int ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.getIndex()","material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.getIndex():in3163",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,216,945,N,"int int ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.getIndex()(class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue *this)",4,0.75,0.00,0,0,216 217,1
"String ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.getName()","material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.getName():javE311",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,208,945,N,"class java.lang.String *String ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.getName()(class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue *this)",4,0.75,0.00,0,0,208 209,1
"int ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.getProductCount()","material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.getProductCouB1C4",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,224,945,N,"int int ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.getProductCount()(class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue *this)",4,0.75,0.00,0,0,224 225,1
"void ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.setID(String)","material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.setID(java.la876F",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,236,945,N,"void void ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.setID(String)(class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue *this, class java.lang.String *iD)",5,0.80,0.00,0,0,236 237 238,1
"void ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.setIndex(int)","material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.setIndex(int)218C",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,220,945,N,"void void ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.setIndex(int)(class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue *this, int index)",5,0.80,0.00,0,0,220 221 222,1
"void ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.setName(String)","material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.setName(java.2B97",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,212,945,N,"void void ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.setName(String)(class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue *this, class java.lang.String *name)",5,0.80,0.00,0,0,212 213 214,1
"void ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.setProductCount(int)","material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.setProductCouFDEB",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,228,945,N,"void void ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue.setProductCount(int)(class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension$ActiveDimensionValue *this, int productCount)",5,0.80,0.00,0,0,228 229 230,1
"ProductMatrixVO$Payload$ActiveDimension.<init>(ProductMatrixVO$Payload)","material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension.<init>(material.com.materialdemo.PE96D",1,0,  ,28,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,178,945,N,"void ProductMatrixVO$Payload$ActiveDimension.<init>(ProductMatrixVO$Payload)(class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension *this, class material.com.materialdemo.ProductMatrixVO$Payload *$bcvar1)",6,0.83,0.30,0,1,178 193,1
"List ProductMatrixVO$Payload$ActiveDimension.getActiveDimensionValues()","material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension.getActiveDimensionValues():java.ut6FAA",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,265,945,N,"class java.util.List *List ProductMatrixVO$Payload$ActiveDimension.getActiveDimensionValues()(class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension *this)",4,0.75,0.00,0,0,265 266,1
"int ProductMatrixVO$Payload$ActiveDimension.getIndex()","material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension.getIndex():int",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,257,945,N,"int int ProductMatrixVO$Payload$ActiveDimension.getIndex()(class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension *this)",4,0.75,0.00,0,0,257 258,1
"String ProductMatrixVO$Payload$ActiveDimension.getLabel()","material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension.getLabel():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,249,945,N,"class java.lang.String *String ProductMatrixVO$Payload$ActiveDimension.getLabel()(class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension *this)",4,0.75,0.00,0,0,249 250,1
"String ProductMatrixVO$Payload$ActiveDimension.getName()","material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension.getName():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,241,945,N,"class java.lang.String *String ProductMatrixVO$Payload$ActiveDimension.getName()(class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension *this)",4,0.75,0.00,0,0,241 242,1
"void ProductMatrixVO$Payload$ActiveDimension.setActiveDimensionValues(List)","material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension.setActiveDimensionValues(java.util50CC",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,269,945,N,"void void ProductMatrixVO$Payload$ActiveDimension.setActiveDimensionValues(List)(class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension *this, class java.util.List *activeDimensionValues)",5,0.80,0.00,0,0,269 271 272,1
"void ProductMatrixVO$Payload$ActiveDimension.setIndex(int)","material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension.setIndex(int):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,261,945,N,"void void ProductMatrixVO$Payload$ActiveDimension.setIndex(int)(class material.com.materialdemo.ProductMatrixVO$Payload$ActiveDimension *this, int index)",5,0.80,0.00,0,0,261 262 263,1
