name,name_id,specs,time,to,symop,err,file,line,loc,top,signature,weight,proof_coverage,rank,in_calls,out_calls,proof_trace,cyclomatic
"String ProductMatrixVO$Payload$Product$Prices.getDisplayBegDateTime()","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.getDisplayBegDateTime():java.lang.S8EC9",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,661,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product$Prices.getDisplayBegDateTime()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this)",4,0.75,0.00,0,0,661 662,1
"String ProductMatrixVO$Payload$Product$Prices.getDisplayEndDateTime()","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.getDisplayEndDateTime():java.lang.SCCF5",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,669,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product$Prices.getDisplayEndDateTime()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this)",4,0.75,0.00,0,0,669 670,1
"String ProductMatrixVO$Payload$Product$Prices.getPriceCode()","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.getPriceCode():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,717,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product$Prices.getPriceCode()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this)",4,0.75,0.00,0,0,717 718,1
"String ProductMatrixVO$Payload$Product$Prices.getPromotion()","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.getPromotion():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,701,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product$Prices.getPromotion()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this)",4,0.75,0.00,0,0,701 702,1
"String ProductMatrixVO$Payload$Product$Prices.getPurchaseBegDateTime()","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.getPurchaseBegDateTime():java.lang.F25D",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,677,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product$Prices.getPurchaseBegDateTime()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this)",4,0.75,0.00,0,0,677 678,1
"String ProductMatrixVO$Payload$Product$Prices.getPurchaseEndDateTime()","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.getPurchaseEndDateTime():java.lang.B061",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,685,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product$Prices.getPurchaseEndDateTime()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this)",4,0.75,0.00,0,0,685 686,1
"ProductMatrixVO$Payload$Product$Prices$RegularPrice ProductMatrixVO$Payload$Product$Prices.getRegularPrice()","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.getRegularPrice():material.com.mate31D6",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,733,945,N,"class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices$RegularPrice *ProductMatrixVO$Payload$Product$Prices$RegularPrice ProductMatrixVO$Payload$Product$Prices.getRegularPrice()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this)",4,0.75,0.00,0,0,733 734,1
"String ProductMatrixVO$Payload$Product$Prices.getRegularPriceType()","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.getRegularPriceType():java.lang.Str500D",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,693,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product$Prices.getRegularPriceType()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this)",4,0.75,0.00,0,0,693 694,1
"ProductMatrixVO$Payload$Product$Prices$SalePrice ProductMatrixVO$Payload$Product$Prices.getSalePrice()","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.getSalePrice():material.com.materiaCB73",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,741,945,N,"class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices$SalePrice *ProductMatrixVO$Payload$Product$Prices$SalePrice ProductMatrixVO$Payload$Product$Prices.getSalePrice()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this)",4,0.75,0.00,0,0,741 742,1
"String ProductMatrixVO$Payload$Product$Prices.getSalePriceStatus()","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.getSalePriceStatus():java.lang.Stri1893",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,757,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product$Prices.getSalePriceStatus()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this)",4,0.75,0.00,0,0,757 758,1
"String ProductMatrixVO$Payload$Product$Prices.getStatusCode()","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.getStatusCode():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,709,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product$Prices.getStatusCode()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this)",4,0.75,0.00,0,0,709 710,1
"boolean ProductMatrixVO$Payload$Product$Prices.isCurrentPrice()","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.isCurrentPrice():boolean",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,726,945,N,"_Bool boolean ProductMatrixVO$Payload$Product$Prices.isCurrentPrice()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this)",4,0.75,0.00,0,0,726,1
"void ProductMatrixVO$Payload$Product$Prices.setClearancePrice(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.setClearancePrice(java.lang.String)9B94",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,753,945,N,"void void ProductMatrixVO$Payload$Product$Prices.setClearancePrice(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this, class java.lang.String *clearancePrice)",5,0.80,0.00,0,0,753 754 755,1
"void ProductMatrixVO$Payload$Product$Prices.setCurrentPrice(boolean)","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.setCurrentPrice(boolean):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,729,945,N,"void void ProductMatrixVO$Payload$Product$Prices.setCurrentPrice(boolean)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this, _Bool isCurrentPrice)",5,0.80,0.00,0,0,729 730 731,1
"void ProductMatrixVO$Payload$Product$Prices.setDisplayBegDateTime(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.setDisplayBegDateTime(java.lang.StrB71B",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,665,945,N,"void void ProductMatrixVO$Payload$Product$Prices.setDisplayBegDateTime(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this, class java.lang.String *displayBegDateTime)",5,0.80,0.00,0,0,665 666 667,1
"void ProductMatrixVO$Payload$Product$Prices.setDisplayEndDateTime(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.setDisplayEndDateTime(java.lang.Str636F",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,673,945,N,"void void ProductMatrixVO$Payload$Product$Prices.setDisplayEndDateTime(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this, class java.lang.String *displayEndDateTime)",5,0.80,0.00,0,0,673 674 675,1
"void ProductMatrixVO$Payload$Product$Prices.setPriceCode(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.setPriceCode(java.lang.String):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,721,945,N,"void void ProductMatrixVO$Payload$Product$Prices.setPriceCode(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this, class java.lang.String *priceCode)",5,0.80,0.00,0,0,721 722 723,1
"void ProductMatrixVO$Payload$Product$Prices.setPromotion(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.setPromotion(java.lang.String):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,705,945,N,"void void ProductMatrixVO$Payload$Product$Prices.setPromotion(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this, class java.lang.String *promotion)",5,0.80,0.00,0,0,705 706 707,1
"void ProductMatrixVO$Payload$Product$Prices.setPurchaseBegDateTime(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.setPurchaseBegDateTime(java.lang.StAF77",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,681,945,N,"void void ProductMatrixVO$Payload$Product$Prices.setPurchaseBegDateTime(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this, class java.lang.String *purchaseBegDateTime)",5,0.80,0.00,0,0,681 682 683,1
"void ProductMatrixVO$Payload$Product$Prices.setPurchaseEndDateTime(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.setPurchaseEndDateTime(java.lang.St7B03",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,689,945,N,"void void ProductMatrixVO$Payload$Product$Prices.setPurchaseEndDateTime(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this, class java.lang.String *purchaseEndDateTime)",5,0.80,0.00,0,0,689 690 691,1
"void ProductMatrixVO$Payload$Product$Prices.setRegularPrice(ProductMatrixVO$Payload$Product$Prices$RegularPrice)","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.setRegularPrice(material.com.materi95DD",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,737,945,N,"void void ProductMatrixVO$Payload$Product$Prices.setRegularPrice(ProductMatrixVO$Payload$Product$Prices$RegularPrice)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this, class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices$RegularPrice *regularPrice)",5,0.80,0.00,0,0,737 738 739,1
"void ProductMatrixVO$Payload$Product$Prices.setRegularPriceType(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.setRegularPriceType(java.lang.StrinF3F1",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,697,945,N,"void void ProductMatrixVO$Payload$Product$Prices.setRegularPriceType(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this, class java.lang.String *regularPriceType)",5,0.80,0.00,0,0,697 698 699,1
"void ProductMatrixVO$Payload$Product$Prices.setSalePrice(ProductMatrixVO$Payload$Product$Prices$SalePrice)","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.setSalePrice(material.com.materiald770F",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,745,945,N,"void void ProductMatrixVO$Payload$Product$Prices.setSalePrice(ProductMatrixVO$Payload$Product$Prices$SalePrice)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this, class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices$SalePrice *salePrice)",5,0.80,0.00,0,0,745 746 747,1
"void ProductMatrixVO$Payload$Product$Prices.setSalePriceStatus(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.setSalePriceStatus(java.lang.StringD07F",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,761,945,N,"void void ProductMatrixVO$Payload$Product$Prices.setSalePriceStatus(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this, class java.lang.String *salePriceStatus)",5,0.80,0.00,0,0,761 762 763,1
"void ProductMatrixVO$Payload$Product$Prices.setStatusCode(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices.setStatusCode(java.lang.String):voi61C5",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,713,945,N,"void void ProductMatrixVO$Payload$Product$Prices.setStatusCode(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$Prices *this, class java.lang.String *statusCode)",5,0.80,0.00,0,0,713 714 715,1
"ProductMatrixVO$Payload$Product$ProductOffer.<init>(ProductMatrixVO$Payload$Product)","material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductOffer.<init>(material.com.materialdFC56",1,0,  ,28,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,832,945,N,"void ProductMatrixVO$Payload$Product$ProductOffer.<init>(ProductMatrixVO$Payload$Product)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductOffer *this, class material.com.materialdemo.ProductMatrixVO$Payload$Product *$bcvar1)",6,0.83,0.30,0,1,832,1
"String ProductMatrixVO$Payload$Product$ProductOffer.getGroupType()","material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductOffer.getGroupType():java.lang.Stri4FD2",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,861,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product$ProductOffer.getGroupType()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductOffer *this)",4,0.75,0.00,0,0,861 862,1
"String ProductMatrixVO$Payload$Product$ProductOffer.getID()","material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductOffer.getID():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,845,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product$ProductOffer.getID()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductOffer *this)",4,0.75,0.00,0,0,845 846,1
"String ProductMatrixVO$Payload$Product$ProductOffer.getItemType()","material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductOffer.getItemType():java.lang.Strin50D3",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,853,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product$ProductOffer.getItemType()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductOffer *this)",4,0.75,0.00,0,0,853 854,1
"void ProductMatrixVO$Payload$Product$ProductOffer.setGroupType(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductOffer.setGroupType(java.lang.String85F9",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,865,945,N,"void void ProductMatrixVO$Payload$Product$ProductOffer.setGroupType(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductOffer *this, class java.lang.String *groupType)",5,0.80,0.00,0,0,865 866 867,1
"void ProductMatrixVO$Payload$Product$ProductOffer.setID(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductOffer.setID(java.lang.String):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,849,945,N,"void void ProductMatrixVO$Payload$Product$ProductOffer.setID(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductOffer *this, class java.lang.String *id)",5,0.80,0.00,0,0,849 850 851,1
"void ProductMatrixVO$Payload$Product$ProductOffer.setItemType(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductOffer.setItemType(java.lang.String)B10B",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,857,945,N,"void void ProductMatrixVO$Payload$Product$ProductOffer.setItemType(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductOffer *this, class java.lang.String *itemType)",5,0.80,0.00,0,0,857 858 859,1
"ProductMatrixVO$Payload$Product$ProductRating.<init>(ProductMatrixVO$Payload$Product)","material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductRating.<init>(material.com.material868E",1,0,  ,28,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,767,945,N,"void ProductMatrixVO$Payload$Product$ProductRating.<init>(ProductMatrixVO$Payload$Product)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductRating *this, class material.com.materialdemo.ProductMatrixVO$Payload$Product *$bcvar1)",6,0.83,0.30,0,1,767,1
"float ProductMatrixVO$Payload$Product$ProductRating.getAvgRating()","material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductRating.getAvgRating():float",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,773,945,N,"float float ProductMatrixVO$Payload$Product$ProductRating.getAvgRating()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductRating *this)",4,0.75,0.00,0,0,773 774,1
"int ProductMatrixVO$Payload$Product$ProductRating.getCount()","material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductRating.getCount():int",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,781,945,N,"int int ProductMatrixVO$Payload$Product$ProductRating.getCount()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductRating *this)",4,0.75,0.00,0,0,781 782,1
"void ProductMatrixVO$Payload$Product$ProductRating.setAvgRating(float)","material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductRating.setAvgRating(float):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,777,945,N,"void void ProductMatrixVO$Payload$Product$ProductRating.setAvgRating(float)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductRating *this, float avgRating)",5,0.80,0.00,0,0,777 778 779,1
"void ProductMatrixVO$Payload$Product$ProductRating.setCount(int)","material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductRating.setCount(int):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,785,945,N,"void void ProductMatrixVO$Payload$Product$ProductRating.setCount(int)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductRating *this, int count)",5,0.80,0.00,0,0,785 786 787,1
"ProductMatrixVO$Payload$Product$SwatchImage.<init>(ProductMatrixVO$Payload$Product)","material.com.materialdemo.ProductMatrixVO$Payload$Product$SwatchImage.<init>(material.com.materialde6DD7",1,0,  ,28,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,790,945,N,"void ProductMatrixVO$Payload$Product$SwatchImage.<init>(ProductMatrixVO$Payload$Product)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$SwatchImage *this, class material.com.materialdemo.ProductMatrixVO$Payload$Product *$bcvar1)",6,0.83,0.30,0,1,790,1
"String ProductMatrixVO$Payload$Product$SwatchImage.getColor()","material.com.materialdemo.ProductMatrixVO$Payload$Product$SwatchImage.getColor():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,801,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product$SwatchImage.getColor()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$SwatchImage *this)",4,0.75,0.00,0,0,801 802,1
"String ProductMatrixVO$Payload$Product$SwatchImage.getURL()","material.com.materialdemo.ProductMatrixVO$Payload$Product$SwatchImage.getURL():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,809,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product$SwatchImage.getURL()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$SwatchImage *this)",4,0.75,0.00,0,0,809 810,1
"void ProductMatrixVO$Payload$Product$SwatchImage.setColor(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product$SwatchImage.setColor(java.lang.String):voi4481",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,805,945,N,"void void ProductMatrixVO$Payload$Product$SwatchImage.setColor(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$SwatchImage *this, class java.lang.String *color)",5,0.80,0.00,0,0,805 806 807,1
"void ProductMatrixVO$Payload$Product$SwatchImage.setURL(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product$SwatchImage.setURL(java.lang.String):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,813,945,N,"void void ProductMatrixVO$Payload$Product$SwatchImage.setURL(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$SwatchImage *this, class java.lang.String *uRL)",5,0.80,0.00,0,0,813 814 815,1
"ProductMatrixVO$Payload$Product$ValueAddedIcon.<init>(ProductMatrixVO$Payload$Product)","material.com.materialdemo.ProductMatrixVO$Payload$Product$ValueAddedIcon.<init>(material.com.materia786C",1,0,  ,28,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,819,945,N,"void ProductMatrixVO$Payload$Product$ValueAddedIcon.<init>(ProductMatrixVO$Payload$Product)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$ValueAddedIcon *this, class material.com.materialdemo.ProductMatrixVO$Payload$Product *$bcvar1)",6,0.83,0.30,0,1,819,1
"String ProductMatrixVO$Payload$Product$ValueAddedIcon.getValueAddedIcon()","material.com.materialdemo.ProductMatrixVO$Payload$Product$ValueAddedIcon.getValueAddedIcon():java.laAC43",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,823,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product$ValueAddedIcon.getValueAddedIcon()(class material.com.materialdemo.ProductMatrixVO$Payload$Product$ValueAddedIcon *this)",4,0.75,0.00,0,0,823 824,1
"void ProductMatrixVO$Payload$Product$ValueAddedIcon.setValueAddedIcon(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product$ValueAddedIcon.setValueAddedIcon(java.langF7E2",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,827,945,N,"void void ProductMatrixVO$Payload$Product$ValueAddedIcon.setValueAddedIcon(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product$ValueAddedIcon *this, class java.lang.String *valueAddedIcon)",5,0.80,0.00,0,0,827 828 829,1
"ProductMatrixVO$Payload$Product.<init>(ProductMatrixVO$Payload)","material.com.materialdemo.ProductMatrixVO$Payload$Product.<init>(material.com.materialdemo.ProductMa9884",1,0,  ,28,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,504,945,N,"void ProductMatrixVO$Payload$Product.<init>(ProductMatrixVO$Payload)(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this, class material.com.materialdemo.ProductMatrixVO$Payload *$bcvar1)",6,0.83,0.30,0,1,504 832,1
"ProductMatrixVO$Payload$Product$Image ProductMatrixVO$Payload$Product.getImage()","material.com.materialdemo.ProductMatrixVO$Payload$Product.getImage():material.com.materialdemo.Produ03B4",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,895,945,N,"class material.com.materialdemo.ProductMatrixVO$Payload$Product$Image *ProductMatrixVO$Payload$Product$Image ProductMatrixVO$Payload$Product.getImage()(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this)",4,0.75,0.00,0,0,895 896,1
"List ProductMatrixVO$Payload$Product.getPrices()","material.com.materialdemo.ProductMatrixVO$Payload$Product.getPrices():java.util.List",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,903,945,N,"class java.util.List *List ProductMatrixVO$Payload$Product.getPrices()(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this)",4,0.75,0.00,0,0,903 904,1
"List ProductMatrixVO$Payload$Product.getProductOffers()","material.com.materialdemo.ProductMatrixVO$Payload$Product.getProductOffers():java.util.List",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,935,945,N,"class java.util.List *List ProductMatrixVO$Payload$Product.getProductOffers()(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this)",4,0.75,0.00,0,0,935 936,1
"String ProductMatrixVO$Payload$Product.getProductTitle()","material.com.materialdemo.ProductMatrixVO$Payload$Product.getProductTitle():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,879,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product.getProductTitle()(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this)",4,0.75,0.00,0,0,879 880,1
